2,55,38,3,2,0,1,1
4,78,86,7,2,0,1,2
20,128,128,14,2,0,0,4
16,113,128,6,1,0,1,5
19,128,128,9,2,1,1,9
24,128,128,29,2,2,1,15
41,128,128,128,5,6,3,31
29,128,128,128,8,15,2,21
41,105,128,128,30,31,2,49
20,124,128,128,53,30,4,27
19,97,128,128,128,39,2,42
23,113,121,128,128,31,4,36
27,93,101,128,117,29,1,28
24,90,128,128,128,26,1,16
23,92,128,105,128,14,1,19
22,98,128,63,110,9,1,11
20,97,92,50,30,3,1,3
20,94,49,24,24,1,0,2
19,90,26,12,4,1,0,1
24,87,21,5,6,1,0,1
21,72,17,7,3,0,0,0
16,66,14,5,3,0,0,0
18,63,6,2,2,0,0,0
14,45,5,2,1,0,0,0
6,19,2,3,1,0,0,0
3,9,3,1,1,0,0,0
3,11,1,3,2,0,0,0
2,9,2,1,1,0,0,0
1,4,2,2,1,0,0,0
1,2,1,3,1,0,0,0
1,14,128,7,2,0,4,5
13,69,73,12,1,0,0,2
20,128,128,76,4,2,2,14
15,128,128,128,5,9,2,16
17,128,128,128,9,4,2,13
12,128,128,128,11,7,1,15
18,72,128,128,29,23,1,33
19,79,128,128,31,17,2,26
18,66,128,128,52,23,1,23
17,64,128,128,128,21,1,18
18,68,128,128,128,27,1,27
14,74,128,128,128,25,0,21
17,71,128,55,128,17,1,13
12,71,128,60,110,10,1,12
15,79,128,30,96,5,0,10
16,89,113,30,83,6,1,9
20,99,60,13,48,3,0,5
25,106,44,14,13,1,0,1
24,80,32,7,7,0,0,1
19,53,12,3,5,0,0,0
18,56,6,1,3,0,0,0
5,13,3,3,1,0,0,0
5,14,3,1,1,0,0,0
1,8,1,2,3,0,0,0
0,5,1,2,2,0,0,0
1,3,2,1,1,0,0,0
0,2,1,5,1,0,0,0
0,0,1,1,1,0,0,0
0,1,1,3,1,0,0,0
1,0,2,1,1,0,0,0
7,25,78,12,2,0,1,2
18,128,128,22,2,1,0,6
12,128,128,23,1,7,1,10
19,128,128,80,6,5,1,15
18,128,128,128,12,10,1,15
10,128,128,128,11,6,1,11
10,70,128,128,46,20,1,27
18,65,128,128,27,22,1,22
14,68,122,128,128,18,1,21
12,48,128,128,128,21,0,23
8,49,128,128,109,10,0,11
11,49,118,121,126,11,1,14
9,50,100,98,128,13,1,17
11,57,128,74,121,10,1,14
11,65,124,13,72,4,1,8
13,68,62,15,73,3,1,8
15,73,45,8,29,1,0,3
17,73,30,3,8,0,0,1
16,60,20,6,6,0,0,0
12,37,6,3,4,0,0,0
12,38,6,6,3,0,0,0
7,27,3,3,1,0,0,0
2,7,1,2,1,0,0,0
2,8,2,3,1,0,0,0
0,5,2,2,1,0,0,0
2,4,0,2,1,0,0,0
0,2,2,3,1,0,0,0
0,1,2,1,1,0,0,0
0,0,2,1,1,0,0,0
0,0,2,3,1,0,0,0
0,3,40,7,2,0,2,1
8,77,103,11,2,0,1,3
8,95,128,13,3,2,1,8
8,128,128,7,3,1,0,11
5,128,128,23,4,3,1,19
14,128,128,128,8,13,2,24
6,77,128,128,8,14,1,10
11,52,128,128,20,11,1,19
8,53,128,128,21,10,2,13
10,47,128,128,40,13,2,24
8,41,128,128,128,11,1,14
8,39,117,102,128,8,0,23
8,41,117,65,128,10,1,21
4,40,128,64,128,8,1,14
4,34,111,15,119,3,1,12
6,37,56,31,60,2,1,7
6,39,30,19,43,1,0,5
5,42,23,5,30,1,0,3
8,47,10,11,15,0,0,1
10,52,9,2,7,0,0,0
10,46,5,2,5,0,0,0
7,36,2,3,3,0,0,0
5,29,2,2,2,0,0,0
6,29,4,3,1,0,0,0
5,25,3,3,1,0,0,0
3,10,2,3,1,0,0,0
2,6,1,2,1,0,0,0
1,5,1,4,2,0,0,0
1,4,2,3,1,0,0,0
1,4,2,1,0,0,0,0
2,42,45,5,0,0,0,1
10,80,128,9,3,0,0,5
10,93,128,22,2,1,2,6
9,82,128,21,2,1,0,7
9,119,128,36,3,2,1,9
7,128,128,57,4,2,2,11
12,128,128,120,4,1,2,18
12,128,128,128,4,4,2,25
14,128,128,128,7,4,2,16
8,128,128,128,8,6,2,11
12,128,128,128,17,7,2,14
9,92,128,128,35,11,2,30
10,82,128,128,35,8,1,21
15,65,128,128,54,15,2,39
11,71,128,128,128,14,1,23
13,64,128,128,128,15,1,22
9,61,128,128,128,14,1,21
9,57,128,128,128,13,1,23
8,48,128,66,128,7,2,13
5,43,81,37,40,4,1,4
8,43,74,17,27,2,0,3
10,49,69,14,14,0,0,2
9,58,51,5,10,0,0,1
11,60,35,4,6,0,0,1
11,62,26,3,5,0,0,0
14,69,18,3,2,0,0,0
16,73,9,5,2,0,0,1
17,72,4,5,1,0,0,0
15,53,8,6,1,0,0,0
9,31,8,3,2,0,0,0
1,10,58,4,1,0,1,2
9,105,116,10,2,0,0,3
9,103,128,12,2,0,1,8
5,97,128,10,2,1,2,9
7,128,128,20,5,1,0,13
6,128,128,37,4,0,1,16
6,128,128,90,6,1,0,21
9,128,128,128,8,3,2,20
13,128,128,127,9,8,1,9
14,128,128,128,8,10,0,9
13,92,128,128,13,12,1,13
11,71,128,128,22,5,1,15
11,64,128,128,38,9,1,19
11,58,128,128,90,9,1,25
9,53,116,128,126,7,1,17
4,50,128,128,128,6,0,20
4,35,78,79,119,7,1,13
3,36,80,41,128,4,1,15
4,40,84,15,77,2,0,8
6,40,77,18,32,1,0,3
8,43,54,11,13,0,0,1
9,53,29,6,3,0,0,0
11,58,23,7,3,0,0,0
11,59,10,2,3,0,0,0
12,57,7,4,1,0,0,0
11,54,5,2,1,0,0,0
9,41,7,2,0,0,0,0
4,19,4,2,1,0,0,0
1,6,2,1,2,0,0,0
2,10,2,2,1,0,0,0
6,58,32,3,1,0,0,1
12,128,128,6,1,2,0,7
8,128,128,7,1,3,0,8
11,128,128,15,3,3,1,12
12,128,128,79,7,7,1,19
12,128,128,128,18,9,1,13
8,128,128,113,17,8,2,12
14,92,128,128,23,9,1,21
11,63,128,128,45,5,1,15
9,68,128,128,76,8,2,25
10,54,128,111,128,4,2,20
9,51,128,81,128,4,1,26
6,50,128,57,128,2,1,27
7,44,82,44,85,2,1,9
4,47,75,27,49,0,1,5
10,55,56,17,23,1,0,2
12,63,35,9,18,0,0,1
12,70,31,9,8,0,0,1
12,69,16,5,2,0,0,0
12,63,8,3,2,0,0,0
12,57,6,3,3,0,0,0
8,37,3,4,0,0,0,0
1,11,2,2,0,0,0,0
1,12,1,3,0,0,0,0
1,8,2,6,1,0,0,0
1,8,1,2,0,0,0,0
1,3,2,2,1,0,0,0
0,1,2,3,1,0,0,0
0,0,1,2,0,0,0,0
0,0,3,2,1,0,0,0
3,28,22,8,1,0,0,0
12,128,128,9,1,1,1,7
7,128,128,9,1,3,0,10
10,128,128,24,1,2,0,14
13,128,128,99,4,7,1,19
13,128,128,128,13,5,1,19
7,128,128,128,11,9,1,8
12,120,128,128,23,13,1,14
11,74,128,128,27,8,1,14
10,71,128,128,50,12,1,21
11,59,128,128,128,9,1,13
10,53,128,123,128,10,1,20
7,55,128,80,128,5,2,27
7,44,112,44,128,4,2,19
3,41,78,44,80,5,1,8
6,41,75,27,44,5,1,4
6,43,74,17,34,2,0,3
8,46,60,11,10,1,0,1
9,52,32,6,5,0,0,0
13,64,25,4,2,0,0,0
11,58,11,6,1,0,0,0
11,54,6,3,3,0,0,0
12,51,7,2,1,0,0,0
