11.00,14.00,12.00,8.00,1.00,0.00,0.00,0.00
16.00,18.00,10.00,3.00,2.00,1.00,0.00,0.00
17.00,22.00,11.00,7.00,2.00,0.00,0.00,0.00
7.00,10.00,13.00,3.00,1.00,1.00,0.00,0.00
7.00,14.00,11.00,6.00,1.00,1.00,0.00,0.00
6.00,15.00,10.00,1.00,1.00,1.00,0.00,0.00
4.00,10.00,13.00,1.00,0.00,1.00,0.00,0.00
11.00,10.00,6.00,2.00,0.00,0.00,0.00,0.00
2.00,7.00,11.00,2.00,1.00,1.00,0.00,0.00
5.00,15.00,14.00,2.00,1.00,1.00,0.00,0.00
3.00,9.00,13.00,7.00,1.00,0.00,0.00,0.00
3.00,4.00,15.00,18.00,1.00,0.00,0.00,1.00
4.00,10.00,25.00,13.00,4.00,0.00,0.00,1.00
12.00,16.00,28.00,8.00,1.00,0.00,0.00,1.00
12.00,22.00,13.00,6.00,2.00,0.00,0.00,0.00
12.00,25.00,13.00,5.00,1.00,0.00,0.00,0.00
5.00,14.00,17.00,3.00,1.00,1.00,0.00,0.00
3.00,8.00,23.00,9.00,2.00,1.00,0.00,0.00
7.00,19.00,24.00,4.00,2.00,1.00,0.00,0.00
7.00,25.00,34.00,6.00,1.00,3.00,0.00,1.00
2.00,10.00,9.00,8.00,1.00,2.00,0.00,0.00
5.00,24.00,11.00,8.00,2.00,4.00,0.00,1.00
2.00,9.00,9.00,17.00,4.00,1.00,0.00,0.00
7.00,11.00,14.00,5.00,2.00,3.00,0.00,0.00
8.00,18.00,13.00,8.00,3.00,2.00,0.00,0.00
10.00,24.00,21.00,4.00,1.00,1.00,0.00,0.00
11.00,23.00,9.00,3.00,1.00,1.00,0.00,0.00
10.00,19.00,7.00,6.00,6.00,2.00,0.00,0.00
12.00,25.00,17.00,8.00,6.00,2.00,0.00,0.00
12.00,21.00,23.00,11.00,4.00,2.00,0.00,0.00
4.00,25.00,53.00,5.00,1.00,2.00,1.00,1.00
7.00,15.00,27.00,4.00,2.00,1.00,1.00,0.00
6.00,19.00,12.00,4.00,2.00,1.00,0.00,0.00
11.00,22.00,27.00,4.00,3.00,2.00,0.00,0.00
2.00,22.00,10.00,4.00,2.00,2.00,0.00,0.00
14.00,18.00,33.00,5.00,3.00,2.00,0.00,1.00
4.00,7.00,10.00,2.00,6.00,1.00,0.00,0.00
11.00,10.00,13.00,3.00,1.00,2.00,0.00,0.00
2.00,12.00,7.00,5.00,3.00,0.00,0.00,0.00
10.00,17.00,10.00,13.00,3.00,0.00,0.00,0.00
4.00,9.00,12.00,14.00,2.00,0.00,0.00,1.00
3.00,4.00,10.00,9.00,4.00,0.00,0.00,0.00
4.00,5.00,13.00,5.00,4.00,0.00,0.00,0.00
2.00,10.00,8.00,7.00,4.00,1.00,0.00,0.00
3.00,9.00,18.00,11.00,3.00,1.00,0.00,1.00
13.00,17.00,17.00,8.00,3.00,1.00,0.00,0.00
9.00,11.00,9.00,9.00,2.00,0.00,0.00,0.00
4.00,12.00,11.00,8.00,2.00,0.00,0.00,0.00
0.00,9.00,9.00,5.00,3.00,0.00,0.00,0.00
0.00,7.00,9.00,3.00,1.00,0.00,0.00,0.00
3.00,7.00,7.00,1.00,1.00,0.00,0.00,0.00
14.00,21.00,5.00,3.00,0.00,0.00,0.00,0.00
6.00,10.00,3.00,2.00,1.00,0.00,0.00,0.00
10.00,6.00,7.00,6.00,4.00,0.00,0.00,0.00
9.00,5.00,6.00,6.00,1.00,0.00,0.00,0.00
